Precision,Recall
0.3944223107569721,1.0
0.39461883408071746,1.0
0.3948155533399801,1.0
0.3950124688279302,1.0
0.39520958083832336,1.0
0.39540688966550175,1.0
0.3956043956043956,1.0
0.39580209895052476,1.0
0.396,1.0
0.39619809904952474,1.0
0.3963963963963964,1.0
0.39659489233850775,1.0
0.3967935871743487,1.0
0.3969924812030075,1.0
0.3971915747241725,1.0
0.39739086803813345,1.0
0.39759036144578314,1.0
0.39779005524861877,1.0
0.39798994974874374,1.0
0.39819004524886875,1.0
0.3983903420523139,1.0
0.3985908404630096,1.0
0.3987915407854985,1.0
0.39899244332493705,1.0
0.39919354838709675,1.0
0.39939485627836613,1.0
0.39959636730575177,1.0
0.39979808177688037,1.0
0.4,1.0
0.40020212228398183,1.0
0.40040444893832156,1.0
0.4006069802731411,1.0
0.4008097165991903,1.0
0.4010126582278481,1.0
0.4012158054711246,1.0
0.40141915864166244,1.0
0.40162271805273836,1.0
0.4018264840182648,1.0
0.4020304568527919,1.0
0.4022346368715084,1.0
0.4024390243902439,1.0
0.40264361972547025,1.0
0.40284842319430314,1.0
0.4030534351145038,1.0
0.40325865580448067,1.0
0.4034640855832909,1.0
0.4036697247706422,1.0
0.4038755736868944,1.0
0.40408163265306124,1.0
0.40428790199081166,1.0
0.4044943820224719,1.0
0.4047010730710271,1.0
0.4049079754601227,1.0
0.4051150895140665,1.0
0.4048106448311157,0.9987373737373737
0.4050179211469534,0.9987373737373737
0.4052254098360656,0.9987373737373737
0.4054331112250128,0.9987373737373737
0.40564102564102567,0.9987373737373737
0.40584915341200617,0.9987373737373737
0.40605749486652976,0.9987373737373737
0.40626605033384694,0.9987373737373737
0.4064748201438849,0.9987373737373737
0.40668380462724935,0.9987373737373737
0.40689300411522633,0.9987373737373737
0.40710241893978383,0.9987373737373737
0.40731204943357363,0.9987373737373737
0.40752189592993304,0.9987373737373737
0.4077319587628866,0.9987373737373737
0.40794223826714804,0.9987373737373737
0.40815273477812175,0.9987373737373737
0.408363448631905,0.9987373737373737
0.40857438016528924,0.9987373737373737
0.40878552971576226,0.9987373737373737
0.4089968976215098,0.9987373737373737
0.4092084842214175,0.9987373737373737
0.40942028985507245,0.9987373737373737
0.4096323148627654,0.9987373737373737
0.4098445595854922,0.9987373737373737
0.41005702436495595,0.9987373737373737
0.41026970954356845,0.9987373737373737
0.4104826154644525,0.9987373737373737
0.4106957424714434,0.9987373737373737
0.4109090909090909,0.9987373737373737
0.4111226611226611,0.9987373737373737
0.41133645345813835,0.9987373737373737
0.41155046826222685,0.9987373737373737
0.4117647058823529,0.9987373737373737
0.4119791666666667,0.9987373737373737
0.41219385096404376,0.9987373737373737
0.4124087591240876,0.9987373737373737
0.4126238914971309,0.9987373737373737
0.41283924843423797,0.9987373737373737
0.41305483028720624,0.9987373737373737
0.41327063740856845,0.9987373737373737
0.41348667015159435,0.9987373737373737
0.41370292887029286,0.9987373737373737
0.4139194139194139,0.9987373737373737
0.41413612565445024,0.9987373737373737
0.4143530644316396,0.9987373737373737
0.41457023060796644,0.9987373737373737
0.41478762454116413,0.9987373737373737
0.41500524658971666,0.9987373737373737
0.4152230971128609,0.9987373737373737
0.41544117647058826,0.9987373737373737
0.41565948502364686,0.9987373737373737
0.41587802313354366,0.9987373737373737
0.41609679116254605,0.9987373737373737
0.4163157894736842,0.9987373737373737
0.416535018430753,0.9987373737373737
0.41675447839831403,0.9987373737373737
0.41697416974169743,0.9987373737373737
0.4171940928270042,0.9987373737373737
0.41741424802110816,0.9987373737373737
0.4176346356916579,0.9987373737373737
0.4178552562070787,0.9987373737373737
0.41807610993657507,0.9987373737373737
0.4182971972501322,0.9987373737373737
0.4185185185185185,0.9987373737373737
0.41874007411328745,0.9987373737373737
0.4189618644067797,0.9987373737373737
0.41918388977212506,0.9987373737373737
0.419406150583245,0.9987373737373737
0.4196286472148541,0.9987373737373737
0.41985138004246286,0.9987373737373737
0.4200743494423792,0.9987373737373737
0.42029755579171096,0.9987373737373737
0.4205209994683679,0.9987373737373737
0.4207446808510638,0.9987373737373737
0.42096860031931876,0.9987373737373737
0.42119275825346114,0.9987373737373737
0.42141715503462973,0.9987373737373737
0.4216417910447761,0.9987373737373737
0.42186666666666667,0.9987373737373737
0.4220917822838847,0.9987373737373737
0.4223171382808329,0.9987373737373737
0.42254273504273504,0.9987373737373737
0.4227685729556387,0.9987373737373737
0.42245989304812837,0.9974747474747475
0.42268592830390583,0.9974747474747475
0.4229122055674518,0.9974747474747475
0.4231387252276379,0.9974747474747475
0.42336548767416937,0.9974747474747475
0.42305630026809654,0.9962121212121212
0.4227467811158798,0.9949494949494949
0.42297369833601717,0.9949494949494949
0.42320085929108486,0.9949494949494949
0.4234282643739925,0.9949494949494949
0.4236559139784946,0.9949494949494949
0.4238838084991931,0.9949494949494949
0.4241119483315393,0.9949494949494949
0.4243403338718363,0.9949494949494949
0.4245689655172414,0.9949494949494949
0.42479784366576817,0.9949494949494949
0.4250269687162891,0.9949494949494949
0.4252563410685375,0.9949494949494949
0.42548596112311016,0.9949494949494949
0.42571582928146945,0.9949494949494949
0.4259459459459459,0.9949494949494949
0.4261763115197404,0.9949494949494949
0.4264069264069264,0.9949494949494949
0.42663779101245264,0.9949494949494949
0.4268689057421452,0.9949494949494949
0.42710027100271003,0.9949494949494949
0.42733188720173537,0.9949494949494949
0.427563754747694,0.9949494949494949
0.42725298588490773,0.9936868686868687
0.42748506246605106,0.9936868686868687
0.4277173913043478,0.9936868686868687
0.4279499728113105,0.9936868686868687
0.4281828073993471,0.9936868686868687
0.42841589548176373,0.9936868686868687
0.4286492374727669,0.9936868686868687
0.42888283378746594,0.9936868686868687
0.4291166848418757,0.9936868686868687
0.4288052373158756,0.9924242424242424
0.42903930131004364,0.9924242424242424
0.4292736209721464,0.9924242424242424
0.42950819672131146,0.9924242424242424
0.4297430289775834,0.9924242424242424
0.4299781181619256,0.9924242424242424
0.4302134646962233,0.9924242424242424
0.4304490690032859,0.9924242424242424
0.43068493150684933,0.9924242424242424
0.4309210526315789,0.9924242424242424
0.43115743280307184,0.9924242424242424
0.4313940724478595,0.9924242424242424
0.4316309719934102,0.9924242424242424
0.4318681318681319,0.9924242424242424
0.4321055525013744,0.9924242424242424
0.43234323432343236,0.9924242424242424
0.4325811777655476,0.9924242424242424
0.43281938325991187,0.9924242424242424
0.43305785123966944,0.9924242424242424
0.43329658213891953,0.9924242424242424
0.4335355763927192,0.9924242424242424
0.4337748344370861,0.9924242424242424
0.43401435670900057,0.9924242424242424
0.43425414364640885,0.9924242424242424
0.43449419568822556,0.9924242424242424
0.43473451327433627,0.9924242424242424
0.43497509684560043,0.9924242424242424
0.43521594684385384,0.9924242424242424
0.43545706371191134,0.9924242424242424
0.4356984478935698,0.9924242424242424
0.43594009983361065,0.9924242424242424
0.4361820199778024,0.9924242424242424
0.43642420877290394,0.9924242424242424
0.43666666666666665,0.9924242424242424
0.4369093941078377,0.9924242424242424
0.4371523915461624,0.9924242424242424
0.4373956594323873,0.9924242424242424
0.4376391982182628,0.9924242424242424
0.437883008356546,0.9924242424242424
0.43812709030100333,0.9924242424242424
0.43837144450641385,0.9924242424242424
0.43861607142857145,0.9924242424242424
0.4388609715242881,0.9924242424242424
0.43910614525139663,0.9924242424242424
0.4393515930687535,0.9924242424242424
0.4395973154362416,0.9924242424242424
0.43984331281477335,0.9924242424242424
0.4400895856662934,0.9924242424242424
0.4403361344537815,0.9924242424242424
0.4400224215246637,0.9911616161616161
0.4402692091979809,0.9911616161616161
0.4405162738496072,0.9911616161616161
0.4407636159460977,0.9911616161616161
0.4410112359550562,0.9911616161616161
0.4412591343451377,0.9911616161616161
0.4415073115860517,0.9911616161616161
0.441755768148565,0.9911616161616161
0.4420045045045045,0.9911616161616161
0.4422535211267606,0.9911616161616161
0.4419391206313416,0.98989898989899
0.4421883812746757,0.98989898989899
0.44243792325056436,0.98989898989899
0.4426877470355731,0.98989898989899
0.4429378531073446,0.98989898989899
0.4431882419446015,0.98989898989899
0.4434389140271493,0.98989898989899
0.44368986983588005,0.98989898989899
0.4433748584371461,0.9886363636363636
0.44362606232294616,0.9886363636363636
0.44387755102040816,0.9886363636363636
0.4441293250141804,0.9886363636363636
0.4443813847900113,0.9886363636363636
0.444633730834753,0.9886363636363636
0.44488636363636364,0.9886363636363636
0.4451392836839113,0.9886363636363636
0.4453924914675768,0.9886363636363636
0.4456459874786568,0.9886363636363636
0.4458997722095672,0.9886363636363636
0.4461538461538462,0.9886363636363636
0.44640820980615736,0.9886363636363636
0.4466628636622932,0.9886363636363636
0.4469178082191781,0.9886363636363636
0.4471730439748715,0.9886363636363636
0.44742857142857145,0.9886363636363636
0.4471126357918811,0.9873737373737373
0.4473684210526316,0.9873737373737373
0.44762449914138525,0.9873737373737373
0.44788087056128295,0.9873737373737373
0.4481375358166189,0.9873737373737373
0.44839449541284404,0.9873737373737373
0.44865174985656914,0.9873737373737373
0.4489092996555683,0.9873737373737373
0.4491671453187823,0.9873737373737373
0.4494252873563218,0.9873737373737373
0.44968372627947095,0.9873737373737373
0.44994246260069043,0.9873737373737373
0.4502014968336212,0.9873737373737373
0.4504608294930876,0.9873737373737373
0.4507204610951009,0.9873737373737373
0.45098039215686275,0.9873737373737373
0.4512406231967686,0.9873737373737373
0.4515011547344111,0.9873737373737373
0.4517619872905835,0.9873737373737373
0.45202312138728323,0.9873737373737373
0.45228455754771546,0.9873737373737373
0.4525462962962963,0.9873737373737373
0.4528083381586566,0.9873737373737373
0.45307068366164543,0.9873737373737373
0.4533333333333333,0.9873737373737373
0.45359628770301624,0.9873737373737373
0.4538595473012188,0.9873737373737373
0.454123112659698,0.9873737373737373
0.4543869843114468,0.9873737373737373
0.45465116279069767,0.9873737373737373
0.4549156486329261,0.9873737373737373
0.4551804423748545,0.9873737373737373
0.4548631333721607,0.9861111111111112
0.4551282051282051,0.9861111111111112
0.4553935860058309,0.9861111111111112
0.455659276546091,0.9861111111111112
0.45592527729130183,0.9861111111111112
0.45619158878504673,0.9861111111111112
0.45645821157218003,0.9861111111111112
0.4567251461988304,0.9861111111111112
0.4569923932124049,0.9861111111111112
0.4572599531615925,0.9861111111111112
0.45752782659636787,0.9861111111111112
0.4577960140679953,0.9861111111111112
0.45806451612903226,0.9861111111111112
0.4583333333333333,0.9861111111111112
0.458602466236054,0.9861111111111112
0.4588719153936545,0.9861111111111112
0.4585537918871252,0.9848484848484849
0.4582352941176471,0.9835858585858586
0.4585050029429076,0.9835858585858586
0.4587750294464075,0.9835858585858586
0.4590453741897466,0.9835858585858586
0.45931603773584906,0.9835858585858586
0.45958702064896756,0.9835858585858586
0.45985832349468714,0.9835858585858586
0.46012994683992914,0.9835858585858586
0.4604018912529551,0.9835858585858586
0.4606741573033708,0.9835858585858586
0.46094674556213017,0.9835858585858586
0.46121965660153935,0.9835858585858586
0.46149289099526064,0.9835858585858586
0.46176644931831656,0.9835858585858586
0.4620403321470937,0.9835858585858586
0.4623145400593472,0.9835858585858586
0.46258907363420426,0.9835858585858586
0.4622697563874034,0.9823232323232324
0.4625445897740785,0.9823232323232324
0.462819750148721,0.9823232323232324
0.4630952380952381,0.9823232323232324
0.46337105419892793,0.9823232323232324
0.4636471990464839,0.9823232323232324
0.4639236732259988,0.9823232323232324
0.46420047732696895,0.9823232323232324
0.4644776119402985,0.9823232323232324
